sku,category,name,brand,description,url,price,in_stock,image_primary,image_count,rating_value,review_count
3455,espumante,Mini Espumante Jp Chenet Ice Edition Rose 200 ml,,"MINI ESPUMANTE JP CHENET ICE EDITION ROSÉ 200ML Versão Ice Rosé de JP. Chenet, este espumante é delicado e conta com equilíbrio. Destaque para notas de frutas vermelhas frescas e toques florais. Moderno e versátil, principalmente para drinks, pode ser consumido apenas com gelo ou mesclando a frutas, como morangos e cerejas. Características: Produtor: JP. Chenet - LGCF Uvas: Bobal Região: França / Languedoc-Roussillon Tipo: Espumante Demi-Sec Teor alcoólico:12,5% Não contém glúten. Contém sulfito.",https://www.casadabebida.com.br/espumante/mini-espumante-jp-chenet-ice-edition-rose-200ml/,41.09,False,https://www.casadabebida.com.br/img/products/3455/000.webp,1,,0
2092,espumante,Espumante Cartuxa Bruto Branco 750 ml,Cartuxa,"Espumante Cartuxa Bruto Branco 750 ml. Na constante procura de produtos de alta qualidade, foi produzido na Adega Cartuxa, na vindima de 2007, o primeiro espumante DOC Alentejo – Évora, a partir da casta Arinto. Este vinho foi obtido pelo método clássico, resultando num vinho fresco e elegante, que vem reforçar a excelência da marca Cartuxa. Vinho base produzido a partir de uvas da casta Arinto, rigorosamente selecionadas e colhidas no estado de maturação ideal para a produção de um vinho base de espumante. Fermentação alcoólica em depósito de aço inoxidável, com temperatura controlada. Estágio sobre borra fina durante 6 meses, com batônnage periódica. Espumantização pelo método clássico, nas caves do Mosteiro da Cartuxa. Dégorgement após período de 5 anos de estágio em garrafa. Características: Volume: 750 ml. Graduação alcoólica: 13% vol. País: Portugal. Uva: Arinto.",https://www.casadabebida.com.br/espumante/cartuxa-bruto-branco-750-ml/,272.86,False,https://www.casadabebida.com.br/img/products/2092/000.png,1,,0
2073,espumante,Vinho Tinto Solar Viejo Crianza 750 ml,Solar Viejo,"Vinho Tinto Solar Viejo Crianza 750 ml. Com mais de 75 anos de história, a bodega Solar Viejo integra tradição e vanguarda. Engarrafamos o espírito La Rioja para oferecer vinhos únicos com personalidade, reconhecidos e valorizados em todo o mundo. Características: Volume: 750 ml. Graduação alcoólica: 13,5 % vol. País: Espanha. Uva: Tempranillo.. *A safra deverá ser consultada antes de realizar a compra. Detalhes: Visual: Coloração vermelho cereja de média intensidade. Olfativo: Toques de baunilha, caramelo, cacau, com notas de carvalho e frutas vermelhas. Gustativo: Vinho estruturado e equilibrado com agradáveis notas de madeira e frutos silvestres maduros.",https://www.casadabebida.com.br/espumante/vinho-tinto-solar-viejo-crianza-750-ml/,86.94,False,https://www.casadabebida.com.br/img/products/2073/000.webp,1,,0
2810,espumante,Espumante Valdo Prosecco Oro Extra Dry 750ml,Valdo,"Espumante Valdo Prosecco Oro Extra Dry 750ml. A história da vinícola Valdo se confunde com a da família Bolla. Uma   história   de   paixão   e   espírito empreendedor que se estende por três gerações. Ela  está  intimamente  ligada à evolução do Prosecco e ao magnífico terroir de Valdobbiadene, que serve de palco vitivinícola para a família. A história da vinícola Valdo se confunde com a da família Bolla. Uma história de paixão e espírito empreendedor que se estende por três gerações. Ela está intimamente ligada à evolução do Prosecco e ao magnífico terroir de Valdobbiadene, que serve de palco vitivinícola para a família. Hoje, a Valdo une tecnologia de ponta e tradição para produzir um dos mais notáveis espumantes da região. Características: Volume: 750ml. Graduação alcoólica: 11% vol. País: Itália. Região: Prosecco DOC. Uva: Glera. Notas de degustação: Cor: Amarelo palha com perlage fina e persistente. Aroma: Flores brancas, limão, lima da pérsia, melão e maçã verde. Paladar: Boa cremosidade e frescor com final frutado e persistente. Corpo: Leve. Harmonização: Aperitivos, ostras, entradas leves, queijos e frutos do mar.",https://www.casadabebida.com.br/espumante/valdo-prosecco-oro-extra-dry-750ml/,92.86,False,https://www.casadabebida.com.br/img/products/2810/000.webp,1,,0
1023,espumante,Espumante Garibaldi Vero Demi-Sec 750 ml,Garibaldi,"Espumante Garibaldi Vero Demi-Sec 750 ml. Originário da Serra Gaúcha, este espumante é feito a partir das uvas Riesling Itálico, Trebbiano e Moscato Branco. Ele passa pelo processo Chamart, sofrendo por uma segunda fermentação onde acontece a liberação do gás carbônico e a formação de suas bolhas. Sua coloração Amarelada, possui um luminosidade e reflexos esverdeados, seu aroma traz notas florais, de pêra e mel. Com o sabor equilibrado e suave é ideal para ser degustado com Canapés, Frutas, Bolos, Mousses, Queijos, Ebutidos e Patês. Características: Origem Serra Gaúcha/RS. Variedade Riesling Itálico, Trebbiano e Moscato Branco. Tipo Vinho Branco Espumante Natural Demi-sec Volume 750 mL Elaboração Método charmat. Visual Coloração amarelo palha com reflexos esverdeados, aspecto brilhante e boa formação de perlage. Olfato Aromas com notas de pêra, mel, e um toque floral. Paladar Suave e cremoso, com acidez equilibrada e refrescante. Graduação Alcoólica – 11 % Vol. Acidez total – 5,9 g/L. Açúcar – 45,0 g/L. Temperatura de Serviço Melhor apreciado a 5°C.",https://www.casadabebida.com.br/espumante/garibaldi-vero-demi-sec-750-ml/,25.0,False,https://www.casadabebida.com.br/img/products/1023/espumante-garibaldi-vero-demi-sec.jpg,3,,0
3071,espumante,Espumante Freixenet Cuvée de Prestige Cuvée D.S. Extra Brut 2017,Freixenet,"Espumante Freixenet Cuvée de Prestige Cuvée D.S. Extra Brut 2017 Espumante branco extra brut elaborado pelo método tradicional a partir de Macabeo, Parellada e Xarel-lo, mantido, pelo menos, por 30 meses em contato com as leveduras. Fresco e cheio de vivacidade, apresenta frutas brancas e de caroço, seguidas de notas florais, de padaria e de frutos secos, que se repetem no palato. Tem borbulhas finas e delicadas, acidez penetrante, deliciosa textura e final persistente e refinado, com toques cítricos, salinos, de amêndoas e de camomila. Álcool 12%. AM Detalhes: Harmonização: Peixes, Queijos Semicurados, Carnes Grelhadas Grau Alcoolico: 12% Região De Origem: Espanha Nota Visual: Coloração amarela dourada brilhante, com delicadas borbulhas finas e persistentes. Nota olfativa: Aroma de frutas maduras, cítricas (limão), tropicais (abacaxi) e pêssego. NotaGustativa: Na boca é complexo, cremoso, delicado e equilibrado.",https://www.casadabebida.com.br/espumante/freixenet-cuvee-de-prestige-cuvee-d-s--extra-brut-2017/,132.38,False,https://www.casadabebida.com.br/img/products/3071/000.webp,1,2.0,1
2578,espumante,Espumante Casa Perini Black Edition Extra Brut 750ml,Casa Perini,"Espumante Casa Perini Black Edition Extra Brut 750ml. Por ser um extra-brut a base de Chardonnay (uva branca), maturado e evoluído, tem potencial de ficar mais tempo em adega. A embalagem preta ajuda no amadurecimento em cave, além de remeter ao ambiente escuro das caves, onde o processo de guarda ocorre. Características: Volume: 750ml. Graduação alcoólica:  Volúme: 750ml. Fermentação: 6 meses. Uva: 100% Chardonnay. Detalhes: Nota visual: coloração amarelo palha com reflexos esverdeados. Possui perlage intenso e persistente com boa formação de coroa de espuma. Nota olfativo: aroma fino e elegante. Predominantemente frutado com notas sutis de pão fresco. Toques de abacaxi, pera, maçã seca, e avelã. Nota gustativo: em boca é agradável, fresco, acidez moderada, bom volume, certa untuosidade e longa persistência com retrogosto amanteigado. Harmonização: oleaginosas, queijos e fiambres de cura média. Peixes e carnes brancas com temperos a base de ervas ou molhos de intensidade moderada e carne vermelha pouco condimentada.",https://www.casadabebida.com.br/espumante/casa-perini-black-edition-extra-brut-750ml/,75.13,False,https://www.casadabebida.com.br/img/products/2578/000.png,1,,0
1535,espumante,Vinho Licoroso Casa Valduga 1875 375ml,Casa Valduga,"Vinho Licoroso Casa Valduga 1875 375ml. Elaborado a partir de um blend entre Cabernet Sauvignon e Merlot, este vinho apresenta notável complexidade e elegância. Notas de frutas maduras, ameixa e especiarias, junto a nuances de tabaco e cacau, formam um bouquet fino e de grande riqueza. Um vinho de grande estrutura, que expressa com generosidade o potencial máximo de cada variedade. Adequada maturação fenólica e rigorosa seleção de uvas Cabernet Sauvignon e Merlot deram origem a este surpreendente licoroso. Após a colheita, as uvas foram submetidas a uma desidratação natural, fermentação alcoólica, adição de álcool vínico e maturação em barricas de carvalho. Além das harmonizações indicadas também pode ser apreciado sozinho, ao final de uma refeição. Características: Volume: 375 ml. Graduação alcoólica: 18% vol. Origem: Brasil.",https://www.casadabebida.com.br/espumante/licoroso-casa-valduga-1875-375ml/,2.28,False,https://www.casadabebida.com.br/img/products/1535/000.png,2,,0
1870,espumante,Espumante 3B Rosé 750ml,3B,"Espumante 3B Rosé 750ml. Espumante de cor salmão, brilhante e com borbulhas numerosas e intensas. Apresenta aromas de framboesa, fermento de pão e toque tostado. Em boca é seco, frutado e possui excelente acidez. Elaborado com vinhas de, em média, 30 anos de idade. Características: Volume: 750ml. Graduação alcoólica: 12% vol. País: Portugal. Região: Bairrada. Uva: Baga/Bical Detalhes: Amadurecimento: A uva Baga é fermentada em barris usados e a Bical em aço inoxidável com controle de temperatura de 18 ° C. Segunda fermentação ocorre em garrafa, com método tradicional. Harmonização: Ótimo vinho de entrada e comemorações, além de combinar com salmão e frutos do mar.",https://www.casadabebida.com.br/espumante/3b-rose-750ml/,102.39,False,https://www.casadabebida.com.br/img/products/1870/000.webp,1,,0
1479,espumante,Espumante Cava Toro Loco Brut 750 ml,Toro Loco,"Espumante Cava Toro Loco Brut 750 ml. Com aromas de flores brancas, frutas frescas como maçã e pera, com notas de pão integral e damasco, esse Cava é elaborado com o método tradicional. Em boca, é leve, refrescante, com notas frutadas e final agradável. Benoit Calvet surpreende novamente com mais um sucesso da linha Toro Loco, a marca que conquistou o Brasil. Um Cava com uma interpretação moderna, trazendo um estilo vibrante mesclado a clássica elegância deste espumante espanhol. Características: Volume: 750 ml. Graduação alcoólica: 11,5% vol. País de origem: Espanha. Detalhes: Uva: Macabeo (86%), Xarel-lo (9%), Parellada (5%). Classificação: Brut. Nota visual: Amarelo-palha com reflexos esverdeados, perlages finas e consistentes. Nota olfativa: Flores brancas, frutas frescas como maçã e pera, com notas de pão integral e damasco. Nota Gustativa: Leve e refrescante, com notas frutadas e final agradável. Sugestão de Harmonização: Frutos do mar, sushi e sashimi, atum grelhado, quiche lorraine, torta de frango, bruschetta tradicional.",https://www.casadabebida.com.br/espumante/cava-toro-loco-brut-750-ml/,2.28,False,https://www.casadabebida.com.br/img/products/1479/000.webp,1,,0
3073,espumante,Espumante Freixenet Cava Malvasía 750ml,Freixenet,"Espumante Freixenet Cava Malvasía 750ml Este Cava é um produto elaborado para acompanhar todos os tipos de doces. O licor de expedição é feito com mosto de Malvasía de uma safra diferente e envelheceu em barricas de madeira e castanheira durante 20 anos. A primeira fermentação é realizada em cubas de inox, com temperatura controlada entre 14°C e 16°C. Uma vez finalizada a primeira fermentação, o vinho base está pronto para coupage e engarrafamento, onde acontecerá a segunda fermentação A primeira fermentação é realizada em cubas de inox, com temperatura controlada entre 14°C e 16°C. Uma vez finalizada a primeira fermentação, o vinho base está pronto para coupage e engarrafamento, onde acontecerá a segunda fermentação. Características: Denominação De Origem D.O.: Cava Harmonização: Sobremesas, Chocolate, Queijos Azuis Grau Alcoólico 11,50% Região De Origem: Espanha Nota Visual: Coloração amarela dourada brilhante, com delicadas borbulhas finas e persistentes. Nota Olfativo:Aromas de frutas maduras, cítricas (limão), tropicais (abacaxi), e pêssego. Nota Gustativa: Na boca é complexo, cremoso, delicado e equilibrado.",https://www.casadabebida.com.br/espumante/freixenet-cava-malvasia-750ml/,107.22,False,https://www.casadabebida.com.br/img/products/3073/000.png,1,,0
3545,espumante,Espumante La Roche Demi Sec 750ml,LA ROCHE,"ESPUMANTE LA ROCHE DEMI SEC 750ML. O espumante La Roche Brut é produzido pela vinícola Les Grands Chais de France (LGCF), localizado na região de Landiras, na França. O grupo Les Grands foi criado por Joseph Helfrich no ano de 1979. Nesses 40 anos de história, suas bebidas ficaram famosas pelo alto nível de qualidade, garantindo uma produção com presença comercial em todo mundo. O Grupo Les Grands Chais de France, criado em 1979 por Joseph Helfrich, em Petersbach, evoluiu e se diversificou durante esses 40 anos, graças ao envolvimento de seu fundador, com um capital inicial.Está agora presente em praticamente todas as regiões vinícolas da França (l’Alsace, Val de Loire, Jura, Bourgogne, Bordeaux, Rhône, Diois, Gascogne, Languedoc e Provence) e representa quase 3.300 ha de videiras. O GCF se diversificou para controlar todo o setor vitivinícola, da criação à revenda, incluindo engarrafamento e transporte. O GCF tem presença comercial em todo o mundo, na Europa (Alemanha, Espanha, Itália e Hungria), na China, nos Estados Unidos ou mesmo no Japão e hoje gera quase 80% de seu faturamento graças a exportação de seus produtos para o exterior. Características: Volume: 750ml. Teor Alcoólico: 11,0 % Cor: Branco Aroma: Aromas frutados e cítricos. Paladar:  Seu corpo leve e boa acidez. Harmonização: Aves, saladas e frutos do mar.",https://www.casadabebida.com.br/espumante/espumante-la-roche-demi-sec-750ml/,48.6,False,https://www.casadabebida.com.br/img/products/3545/000.jpg,1,,0
1566,espumante,Espumante Gran Codornìu Chardonnay 750 ml,Codorníu,"Espumante Gran Codornìu Chardonnay 750 ml. Apreciado em todo o mundo, o Espumante Gran Codornìu Chardonnay nos convida a provar o sabor extraordinário das frutas, unidos a melhor seleção de uvas. Produzido numa renomada vinícola espanhola, esta safra é levemente encorpada, com uma coloração dourada e teor alcoólico de 12%. Um espumante com uma composição elegante de pera e maçã verde, notas de flores brancas, toques lácticos, brioche e tostas, que geram um paladar volumoso de textura cremosa. Aprecie uma taça e suas borbulhas com aperitivos, pratos à base de pescados, frutos do mar, crustáceos, paella, caviar e queijos em geral. Características: Volume: 750 ml. Graduação alcoólica: 12% vol. País de origem: Espanha. Notas de degustação: Visual: amarelo claro com reflexos dourados. Aroma:pera. maçã verde. flores brancas. toques lácticos. brioche e tosta. Paladar: volumoso. textura cremosa e muito elegante.",https://www.casadabebida.com.br/espumante/gran-codorniu-chardonnay-750-ml/,137.35,False,https://www.casadabebida.com.br/img/products/1566/000.webp,1,,0
3745,espumante,Espumante Marchese Antinori Rose 750 ml,,"ESPUMANTE MARCHESE ANTINORI ROSE 750 ML. Cor: Rosa salmão delicado Sinta os aromas Flores silvestres secas, pequenos frutos vermelhos, fermento, massa de pão Em Boca Fresco, agradavelmente estruturado, elegante, grande harmonia, excelente persistência. Harmonize com Carnes brancas, Frutos do mar, Queijos, Risoto e massas de molho branco, Saladas e aperitivos, Sobremesas Características: Tipo de vinho Espumante Rosé Teor alcoólico 12.5% Volume 750ml Produtor Marchesi Antinori Temperatura de serviço 9ºC País Itália Região Lombardia Maturação Em tanques de aço inoxidável. A segunda fermentação, em garrafa, é seguida de uma estada de 24 meses nas borras",https://www.casadabebida.com.br/espumante/espumante-marchese-antinori-rose-750-ml/,237.41,False,https://www.casadabebida.com.br/img/products/3745/000.jpg,1,,0
4417,espumante,Kit Chandon Brut Rose 6 un 750 ml + 1 un 1500ml,Chandon,"Kit Chandon Brut Rose 6 un 750 ml + 1 un 1500ml. Espumante Chandon Brut Rosé 750 ml. De Garibaldi na tradicional região produtora da Serra Gaúcha, em altitudes de 350 a 700 m, e da nova região de Encruzilhada, em altitudes de 300 a 400 m, vêm as uvas que compõem a Chandon Brut Rosé. Selecionamos as microrregiões de clima ameno, dias não muito quentes e noites frescas, solos bem drenados, capazes de eliminar rapidamente os excessos de água das chuvas. Estas condições permitem obter uvas de alta qualidade, sãs, maduras, apresentando bons teores de acidez natural e aromas delicados, características essenciais para elaborar espumantes de classe mundial. A Chandon Brut Rosé é sofisticada e romântica. Servida nas mais diversas celebrações como aniversários de casamento noivados e jantares, onde ele se mostra o mais versátil. Frutas vermelhas como morango, amora, framboesa e acerola com toque sutil de especiarias doces. Equilibrado, fresco, cremoso e aveludado. Características: Teor Alcoólico: 11,80% 40% Pinot Noir 40% Riesling Itálico 20% Chardonnay",https://www.casadabebida.com.br/espumante/kit-chandon-brut-rose-6-und-750-ml-1-u-1500ml/,679.9,False,https://www.casadabebida.com.br/img/products/4417/000.webp,1,5.0,1
3331,espumante,Vinho Tapada Do Chaves Vinhas Velhas tinto 750 ml,,"Vinho Tapada Do Chaves Vinhas Velhas tinto 750 ml Um dos vinhos mais icônicos e longevos do Alentejo, o Tapada do Chaves Vinhas Velhas é feito a partir de uvas originárias de um vinhedo centenário plantado em 1901 na zona de Portalegre no norte alentejano. A Grand Noir, uma das castas do blend deste rótulo, é irmã da Alicante Bouschet e também possui origem francesa. Hoje praticamente não é mais plantada em seu país de origem, mas encontrou no norte alentejano o terroir ideal para o seu desenvolvimento. Apesar de também ser uma casta tintureira, se diferencia da Alicante Bouschet por ter um suco mais pálido. Características: PAÍS :Portugal, Alentejo SAFRA :2016 AMADURECIMENTO:18 meses em madeira com posterior estágio de 2 anos em garrafa VINÍCOLA :Tapada do Chaves UVA :Trincadeira e Grand Noir TEMPERATURA :16ºC – 18ºC TIPO: Tinto Seco COR: Cor rubi intenso VOLUME: 750ml GRADUAÇÃO: 15,5%",https://www.casadabebida.com.br/espumante/tapada-do-chaves-vinhas-velhas-tinto-750-ml/,1252.08,False,https://www.casadabebida.com.br/img/products/3331/000.png,1,,0
3139,espumante,Freixenet Mia Wine Seltzer 250 ml,Freixenet,"Freixenet Mia Wine Seltzer 250 ml Esta refrescante e frutada bebida de baixa caloria à base de vinho gaseificado é a companhia perfeita para celebrar um dia de sol com seus amigos e sua família. Mía Wine Seltzer é um excelente seltzer a base de vinho branco, com aromas naturais e frutados e um toque de moscato. Vegano, sem glúten, e apenas 85 calorias por lata. NOTA GUSTATIVA: Destacam-se aromas de groselha e sutil nota de ervas frescas. Na boca possui toque cítrico e adocicado de uva moscatel. Detalhes: Graduação Alcoólica: 4,9% vol. Volume: 250 ml. Importado da Espanha.",https://www.casadabebida.com.br/espumante/freixenet-mia-wine-seltzer-250-ml/,16.46,False,https://www.casadabebida.com.br/img/products/3139/000.webp,1,,0
1021,espumante,Espumante Garibaldi Chardonnay Brut 750 ml,Garibaldi,"Espumante Garibaldi Chardonnay Brut 750 ml. Classificado entre os 100 melhores do Mundo. Principais Premiações: TOP 100 no Mundo – WAWWJ. Chardonnay Du Monde – OURO – França. Características: Origem Serra Gaúcha/RS - Brasil Variedade Chardonnay Tipo Vinho Branco Espumante Natural Brut  Elaboração Método Charmat. Visual Coloração amarelo palha com reflexos esverdeados, aspecto brilhante e ótima formação de perlage. Olfato Aromas com notas de abacaxi, maçã e um toque de pão tostado. Paladar Estruturado e cremoso, apresenta acidez equilibrada e refrescante. Volume 750 ml. Graduação Alcoólica – 12,00 % Vol. Acidez total – 6,75 g/L Açúcar – 12,00 g/L Temperatura de Serviço Melhor apreciado a 6°C.",https://www.casadabebida.com.br/espumante/garibaldi-chardonnay-brut-750ml/,44.84,False,https://www.casadabebida.com.br/img/products/1021/espumante-garibaldi-chardonnay-brut-750ml.jpg,2,,0
2449,espumante,Miniatura Chandon Rose 187 ml,Chandon,"Miniatura Chandon Rose 187 ml. Características: Volume: 187 ml. Graduação alcoólica: 12% vol. Origem: Argentina. Região de Mendoza. Uvas: Pinot Noir, Chardonnay, Pinot Meunier. Detalhes: Notas Framboesa, Morango, Frutas Vermelhas. Aromas Frutas Vermelhas, Framboesa, Cereja, Morango. Harmonização: carne vermelha.",https://www.casadabebida.com.br/espumante/chandon-rose-187-ml/,2.28,False,https://www.casadabebida.com.br/img/products/2449/000.png,1,,0
1824,espumante,Espumante Cava Vilarnau Rose 750 ml,Vilarnau,"Espumante Cava Vilarnau Rose 750 ml. Os critérios de qualidade adotados pela Vilarnau fazem com que seus Cavas mantenham a homogeneidade safra após safra. Assim, busca-se obter suavidade e sofisticação. Nos Cavas que recebem “licor de expedição” se trabalha para conseguir que o “licor” seja o mais neutro possível para não mascarar o sabor original do produto. Isto faz com que os Cavas de Vilarnau tenham complexidade, elegância, frescor e “frutosidade”. Características: Volume: 750ml. Graduação alcoólica: 12% vol. País: Cava - Catalunha / Espanha. Tipo: espumante rosé seco. Uva(s): 90% Trepat e 10% Pinot Noir. Vinificação do vinho base: 24 horas de maceração pré-fermentativa em tanques de aço inoxidável; e fermentação alcoólica também em tanques de aço sob temperatura controlada. Espumatização: método clássico (2ª fermentação na própria garrafa). Amadurecimento: ao menos 15 meses sur-lie (sobre as borras) na própria garrafa. Detalhes: Cor: rosa-cereja com nuanças salmão e bolhas finas e persistentes. Aroma: de boa intensidade, predominando as notas de frutas vermelhas como morango e framboesa com nuanças de brioche e menta. Sabor: na boca é refrescante, com textura macia e cremosa. Possui ótimo equilíbrio de sabores e termina com notas de ervas e ótima persistência. Harmonização: Aves de carne escura, salmão, paella, carpaccio, rosbife e queijos de massa mole. SOBRE O PRODUTOR: A nobre família Vilarnau se estabeleceu no século XII nas privilegiadas terras do Penedés, região onde já se cultivava a vinha desde muito tempo. Vilarnau é o resultado etimológico de Vila Arnau, ou seja, “casa ou domus dos Arnau”. No século XIII os donos do Domus de Vilarnau eram pessoas de poder e sólida posição econômica, que possuíam terras, moinhos e cultivavam suas vinhas com esmero. O primeiro Cava com a marca Vilarnau nasceu em 1949 quando a família Cuscó decidiu comercializar o espumante que já produzia a partir dos vinhedos da propriedade. Desde então, a marca Vilarnau é associada a Cavas de personalidade nobre, elaborados sob exigentes padrões de qualidade e com atenção máxima aos detalhes. Em 1982, a Vilarnau passou a fazer parte da família de bodegas do prestigioso grupo González Byass. A nova e moderníssima adega, inaugurada em 2005, foi erguida no centro da propriedade, que está situada no município de Sant Sadurní d’Anoia, a capital da Denominação de Origem Cava, no coração da Catalunha.",https://www.casadabebida.com.br/espumante/vilarnau-rose-750-ml/,79.42,False,https://www.casadabebida.com.br/img/products/1824/000.jpg,1,,0
3041,espumante,Espumante Casa Perini Ice Demi Sec 750 ml,Casa Perini,"Espumante Casa Perini Ice Demi Sec 750 ml A Casa Perini antecipou o verão! Chegou o Casa Perini ICE, um espumante refrescante para ser apreciado em todas as ocasiões. Características: Visão: Possui coloração de tonalidade perolada com reflexos esverdeados e perlage intenso com boa formação de coroa de espuma. Olfato: Tem agradáveis aromas florais de lírios e aromas frutados como carambola, lichia e nêspera. Paladar: Destaca-se pelo elegante dulçor jovem combinado cremosidade, com um intenso volume de boca. Apresenta retrogosto refrescante em harmonia com seu perfil doce e final persistente. Harmonização: Oleaginosas com frutos secos e canapés suaves, aves e peixes com chutneys e molhos agridoce tais como damasco ou maracujá. Graduação alcoólica: 11% vol. Região: Vale Trentino, Farroupilha. Produtor: Casa Perini Uva: 100% Moscato",https://www.casadabebida.com.br/espumante/casa-perini-ice-demi-sec-750-ml/,62.08,False,https://www.casadabebida.com.br/img/products/3041/000.png,1,,0
3700,espumante,Espumante Terranova Brut Rosé 750ml,TERRANOVA,"ESPUMANTE TERRANOVA BRUT ROSÉ 750ML. Elaborado com a uva Grenache, vinificado pelo método Charmat na região tropical do Vale do São Francisco, Bahia, o espumante Terra Nova Brut Rosé é perfeito para todos os momentos. Esse brut rosé é um espumante imperdível para quem gosta de experiências únicas. Elaborado pela renomada Vinícola Miolo, ele se destaca por sua coloração rosada. Cereja, framboesa, frutas vermelhas e morango completam o aroma deste espumante surpreendente! Com teor alcoólico de 12% em seu volume, sugerimos que o Espumante Miolo Terra Nova Brut Rosé seja apreciado em uma temperatura entre 6ºC e 8ºC. Características: País Brasil Região Região Vale do São Francisco Produtor Vinícola Miolo Tipo Tipo Espumante Classificação Brut Procedência Procedência Nacional Volume 750 ml Teor Alcoólico 12% Visual Rosado Olfativo Cereja, Framboesa, Frutas Vermelhas, Morango Temperatura de Serviço 6ºC a 8ºC  Harmonização Entradas, Frutos do Mar, Massas, Peixes, Típicos  Uva Grenache Noir Potencial de Guarda 3 Anos Gustativo Equilibrado, Leve Método de Elaboração Método de Elaboração Charmat",https://www.casadabebida.com.br/espumante/espumante-terranova-brut-rose-750ml/,38.21,False,https://www.casadabebida.com.br/img/products/3700/000.jpg,1,5.0,1
2577,espumante,Espumante Casa Perini Método Tradicional Nature 750ml,Casa Perini,"Espumante Casa Perini Método Tradicional Nature 750ml. Em 1929 o filho de imigrantes italianos João Perini começou a elaborar seus primeiros vinhos de forma artesanal no porão de sua casa, quando os fornecia para cerimônias festivas da comunidade local, no Vale Trentino, em Farroupilha. Quatro décadas após o patriarca iniciar sua modesta produção, seu filho viria a promover mudanças maiores. “Em outubro de 1970 resolvi ampliar os negócios da família, fundando a Casa Perini. Motivado e apaixonado por transformar a uva em vinho, busco a cada ano aperfeiçoar a vinícola com equipamentos, tecnologia e equipe qualificada, pois sem uma equipe profissional a arte de elaborar vinhos perde criatividade e talento. E o que seria de qualquer arte sem esses elementos? Em 2010, resolvi investir em qualidade e inovação e implantei o sistema de rastreabilidade. A vinícola foi pioneira neste sistema que tem controle pleno dos caminhos e processos pelos quais as uvas passam, desde o vinhedo até a garrafa, garantindo qualidade ao consumidor de nossos vinhos, espumantes e sucos de uva. Características: Volume: 750ml. Região: Farroupilha-RS. Origem: Nacional. Produtor: Casa Perini. Detalhes: Nota visual: Com tonalidade dourada, apresenta finas e intensas borbulhas que caracterizam perlage cremoso e persistente, além de aromas amanteigados, que lembram nozes. Nota olfativa: Ao paladar, demonstra perfeita harmonia entre os baixos teores de açúcar e a acidez delicada e refrescante.",https://www.casadabebida.com.br/espumante/casa-perini-metodo-tradicional-nature-750ml/,119.32,False,https://www.casadabebida.com.br/img/products/2577/000.png,1,,0
2809,espumante,Espumante Valdo Cuvée Extra Dry 750ml,Valdo,"Espumante Valdo Cuvée Extra Dry 750ml. A história da vinícola Valdo se confunde com a da família Bolla. Uma   história   de   paixão   e   espírito empreendedor que se estende por três gerações. Ela  está  intimamente  ligada à evolução do Prosecco e ao magnífico terroir de Valdobbiadene, que serve de palco vitivinícola para a família. A história da vinícola Valdo se confunde com a da família Bolla. Uma história de paixão e espírito empreendedor que se estende por três gerações. Ela está intimamente ligada à evolução do Prosecco e ao magnífico terroir de Valdobbiadene, que serve de palco vitivinícola para a família. Hoje, a Valdo une tecnologia de ponta e tradição para produzir um dos mais notáveis espumantes da região. Características: Volume: 750ml. Graduação alcoólica: 11% vol. País: Itália. Região: Vêneto. Uva: Glera. Notas gustativas: Cor: Amarelo palha com perlage fina. Aroma: Notas frutadas, florais e de maçã verde. Paladar: Fresco com final frutado. Corpo: Leve. Harmonização: Aperitivos, ostras, entradas leves, queijos e frutos do mar.",https://www.casadabebida.com.br/espumante/valdo-cuvee-extra-dry-750ml/,60.65,False,https://www.casadabebida.com.br/img/products/2809/000.webp,1,,0
4244,espumante,Espumante Mionetto Valdobbiadene DOCG Brut 750ml,Freixenet,"ESPUMANTE MIONETTO VALDOBBIADENE DOCG BRUT 750 ML. No coração da área do Prosecco DOCG, em Valdobbiadene, existe uma subárea particular de cerca de 200 hectares, denominada ""Rive di Santo Stefano"". Aqui as vinhas, denominadas “Rive” devido à natureza difícil dos terrenos íngremes e escarpados, são rigorosamente cuidadas e vindimadas à mão. Dos cachos delicadamente colhidos, nasce o Valdobbiadene Prosecco Superiore Rive di Santo Stefano, um Millesimato Brut símbolo da excelência qualitativa da zona de origem. Características: Volume: 750ml. Uva: Glera. Região de Origem: Itália Valdobbiadene Rive di Santo Stefano. Olfativa: Seus aromas são exuberantes, lembrando maçã verde e pera, com intensas notas cítricas e flores brancas. Visual: Coloração amarelo palha acompanhado de leves reflexos esverdeados com perlage fino e persistente. Gustativa: Paladar fresco e vivo com riqueza de sabores frutados como maçãs, peras, notas cítricas, mineralidade e corpo. As borbulhas passeiam pelo paladar dando uma textura cremosa e final persistente",https://www.casadabebida.com.br/espumante/espumante-mionetto-valdobbiadene-docg-brut-750ml/,149.99,False,https://www.casadabebida.com.br/img/products/4244/000.webp,1,,0
